Tape_nr,Programtittel,Tid,Dato,Format,Innhold,Personer,Produsent,Rettigheter,Oppdragsgiver,Generasjon,Merknader,Column,Column 14,Column 15
4761,Kavli østEuropa,,Sat Apr 15 00:00:00 CEST 1995,BetacamSP,"Reklamespot Kavli Smelteost, Engelsk Russisk Polsk Ungarsk Tsjekkisk",,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4794,The Challenge of the Seas,00:11:40,Mon May 01 00:00:00 CEST 1995,BetacamSP,"Visningsvideo til TV-messen Nordic Screening, mai 1995 av dokumentarserien ""The Challenge of the Seas""",,Arnt Øivind Siem,Univisjon,Univisjon,Dub,,,,
4823,Orthodontics in Bergen,00:12:00,Wed May 01 00:00:00 CEST 1996,BetacamSP,Film om 3 årig spesialistutdanning i kjeveortopedei ved UiB.,,Nils Arne Sæbø,Univisjon,Odont. Inst. ,Master,,,,
4839,Challenge of the Seas 1,00:55:00,Wed Nov 01 00:00:00 CET 1995,BetacamSP,Challenge of the Seas 1,,Arnt Øivind Siem,Sebra Film/Univisjon,,Master,,,,
4852,"OSCAR, En video om å lære.",00:20:00,Tue Aug 01 00:00:00 CEST 1995,BetacamSP,Studieveiledning til Psykologi grunnfag,,Arnt Brandseth,NKI/Univisjon,NKI,Master,,,,
4854,Internett: Bruke for å lære.,,Mon Apr 01 00:00:00 CEST 1996,BetacamSP,Reportasjer til Telenors skolesatsing i Satelittsending,,Arnt Brandseth,Univisjon,Telenor,Master,Nornet,,,
4885?,Challenge of the Seas 3,00:55:00,Wed Nov 01 00:00:00 CET 1995,BetacamSP,Challenge of the Seas 3,,Arnt Øivind Siem,Sebra Film/Univisjon,,Master,,,,
4890,Globus,00:00:30,Sun Jan 21 00:00:00 CET 1996,BetacamSP,"Reklame for UD sin grønne linje, Mann sjekke Globuser, kopi fra DigiBeta",,Nils Arne Sæbø,AG Visuell,Statens info. tjenes,Dub,,,,
4897,Challenge of the Seas,00:00:45,,BetacamSP,"Vignett til TV-serien ""The Challenge of the Seas""",,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
4902,Støping,,,S-VHS,"Bergen Fagskole: ""Støping""",,,Bergen Fagskole,Bergen Fagskole,Master,,,,
4903,Å stryke 3. avdeling jus,,,S-VHS,Å stryke 3. avdeling jus. 3 jusstudenter blir intervjuet,,,UiB,Juridisk fakultet,Master,,,,
4904,På tur med Kavli.,00:00:33,Mon Jan 23 00:00:00 CET 1995,BetacamSP,"Reklame Kavli tubepålegg. Familie på fjelltur, unger leker i snø m.tuber, hopprenn",,Nils Arne Sæbø,AG Visuell,Kavli,Master,,,,
4905,Kavli den friske smaken.,00:00:30,Tue Oct 18 00:00:00 CET 1994,BetacamSP,Reklame for Kavli kaviar. Tube kjem opp av havet.,,Nils Arne Sæbø,AG Visuell,Kavli,Master,,,,
4906,Challenge of the Seas 2,00:55:00,Wed Nov 01 00:00:00 CET 1995,BetacamSP,Challenge of the Seas 2,,Arnt Øivind Siem,Sebra Film/Univisjon,,Master,,,,
4907,Søndags BT,00:00:34,Thu Sep 19 00:00:00 CEST 1996,BetacamSP,Reklamespot for oppstart av Søndags BT.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4908,"Kripos ""Bamse""",00:00:45,Fri Jun 28 00:00:00 CEST 1996,BetacamSP,2 stk reklamefilmer for Kripos mot incest og overgrep mot barn.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Dub,,,,
4909,OPAL reklame. ESSO. Opal shot. Kavli Pream. Lagunen. Solberg dekk. Kavli Omelett.,,,BetacamSP,Diverse reklamfilmer for AGV 1991-1994. OPAL reklame,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4909,OPAL reklame. Is lages. Handlevogn. Bleier. Profil. Tvillinger. Rund kjøkkenbordet.,,,BetacamSP,Diverse reklamfilmer for AGV 1991-1994. OPAL reklame,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4909,OPAL. Kavli Lurifaks. Bolett. Kavli Tube som hopper.,,,BetacamSP,Diverse reklamfilmer for AGV 1991-1994. OPAL reklame,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4910,Secret of the Seas.,00:33:20,,BetacamSP,"Engelsk langversjon av Secret of the Sea, ukjent dårlig kommentastemme.",,Arnt Øivind Siem,Sebra Film,,Dub,,,,
4911,Fjernord,02:43:37,Thu Dec 12 00:00:00 CET 1996,"1"" C","Fjernord kopimaster. 4 Sjangeren i dramatikk. 5 Den norrøne litteraturen. 6 Oppbyggelse, oppdragelse, fornøyelse 1536-1800. 7 Eldre språkhistorie. 8 Norrøn tekstlesing.","Leif Longum, Asbjørn Aarseth, Bjarne Fidjestøl, Ole-Jørgen Johannessen, Odd Einar Haugen",Xavier og May-Britt,Univisjon,,Dub,Ligger hos SEVU,,,
4960,WG-tunnellduk,00:06:00,Wed Sep 20 00:00:00 CEST 1995,BetacamSP,W. Giertsens tunnelduk montert i Starviksgartunnellen i Nordland,,Nils Arne Sæbø,AG Visuell,Kavli,Master,fra Hi-8,,,
4961,Santa Moria,00:30:00,Wed Sep 20 00:00:00 CEST 1995,BetacamSP,"Reklamespot for Santa Moria kakepynt som Kvli selger i Norge, to versjoner  TC 02:00:00 høy musikk TC 04:00:00 lav musikk",,Nils Arne Sæbø,AG Visuell,Kavli,Master,,,,
4975,Reform 94,00:03:00,Tue Aug 01 00:00:00 CEST 1995,BetacamSP,Reportasje om to lærere som uttaler seg om Reform-94,,Arnt Brandseth,Univisjon,SEVU,Master,,,,
5011,Individet,,Wed Nov 01 00:00:00 CET 1995,BetacamSP,Mellommaster til billedlegging av Forføreren- av Jan Kjærstad. Redigert innhold til Tv-skjerm se tape 5058,"Stein Unger Hitland, Nils Arne Sæbø",May-Britt Skjelvik,Univisjon,KULT,Master,,,,
5019,Hjerne og adferd,,Mon Apr 01 00:00:00 CEST 1996,,Forelesning av Kenneth Hugdahl,Kenneth Hugdahl,Arnt Brandseth,,NKI,Dub,,,,
5019,Psykologi grunnfag,00:01:20,Tue Aug 01 00:00:00 CEST 1995,BetacamSP,Små videoinnslag som er tatt fra videoplate,,Arnt Brandseth,Univisjon,NKI,Master,,,,
5024,Etikk i offentlig forvaltning.,00:59:53,Tue Aug 01 00:00:00 CEST 1995,BetacamSP,Tre forelesninger om etikk,Eilert Jahn Lohne,Arnt Brandseth,Bergen Kommune,Bergen Kommune,Dub,,,,
5030,The Challenge of the Seas. 1,00:50:50,,BetacamSP,Dokumentarserie The Challenge of the Seas. Kampen om havets matfat. Episode 1 Engelsk versjon med supertekst,,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5031,The Challenge of the Seas. 2 Press på jordas kystsoner.,00:52:10,,BetacamSP,Dokumentarserie The Challenge of the Seas. Kampen om havets matfat. Episode 2 Press på jordas kystsoner. Engelsk versjon med supertekst,,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5032,The Challenge of the Seas. 3,00:50:25,,BetacamSP,Dokumentarserie The Challenge of the Seas. Kampen om havets matfat. Episode 3 . Engelsk versjon med supertekst,"Ulf Lie, Brian Tobi, Serge Garcia, Thor Heyerdahl, Sir Martin Holdgate",Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5040,Målstyrende læreplaner og vurdering.,01:00:05,Fri Jan 05 00:00:00 CET 1996,BetacamSP,Intervju og forelesning med G. Matthiesen om målstyrende læreplaner + vurdering,"Signe-Bente Elgan, Georg Matthiesen",Brian Holmedal,SEVU/UMS,SEVU,Master,,,,
5042,"Skape se et jeg: Individet: ""Jeg, nøtt, løk eller lappeteppe?""",00:38:00,Thu Aug 15 00:00:00 CEST 1996,BetacamSP,"Et program (fjernsynsessay) om individet  og hvordan vi ser på oss selv. Er individet helt eller delt? Med utgangspunkt i forskningsprosjektet ""Individet i den Europeiske kulturtradisjon"".","Benedicte Rav Bertelsen, Siri Meyer, Tord Larsen, Jan Kjærstad, Marianne Gullestad, Tore H.K.Hansen, Simone Thiis Lincchausen, Christian Udnæs, Jon Bjarne Samuelsen, Fridtjof Såheim, Jan Geir Høyersten, Sverre Bagge, Emma Bonète, Steinar Lem, NATALY, Stig Hoff",May-Britt Skjelvik,Univisjon,KULT,Master,NRK,,,
5050,Reform 94,00:15:00,Wed Nov 01 00:00:00 CET 1995,BetacamSP,10 korte reportasjer fra Drømtorp vg. skole,,Arnt Brandseth,Univisjon,SEVU,Master,,,,
5056,Reform-94,00:15:00,Wed Jan 31 00:00:00 CET 1996,BetacamSP,"3 innslag om elevurdering fra Otta vgs, 1:Om elever som vurderer seg selv og hverandre 7 min. 2: Om dagboka 1,5 min. 3; Om elevsamtaler 7 min. mangler supringer",Ella Guldvik,May-Britt Skjelvik,,SEVU,Master,,,,
5066,Humanities,00:15:00,Wed Nov 15 00:00:00 CET 1995,BetacamSP,Humanities sending fra UMS med Apollon og Umberto Eco.,"Daniel Apollon, Umberto Eco.",,Univisjon,,Master,,,,
5089,The Challenge of the Seas. 1,00:50:50,,BetacamSP,The Challenge of the Seas. 1 Internasjonal versjon med supertekst,,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5090,The Challenge of the Seas. 2,00:52:10,,BetacamSP,The Challenge of the Seas. 2 Press på kystsonene.  Internasjonal versjon med supertekst,,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5091,The Challenge of the Seas. 3,00:50:25,,BetacamSP,The Challenge of the Seas. 3  Internasjonal versjon med supertekst,,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5112,Reform 94   Målstyring.,00:06:37,Tue Dec 12 00:00:00 CET 1995,BetacamSP,5 korte innslag fra Ørland vgs. VKII elektrofag: 1: Anslag til sendingen. 2: Elever i aktivitet/intervju. 3: Lærerinne om kaos. 4: Rektor om resultater. 5: Lærer som jobber tradisjonelt.,"Eli Svinsland, rektor Geir Ulset, Øystein Sundet.",May-Britt Skjelvik,Univisjon,SEVU,Master,,,,
5122,Internett i undervisningen,,Mon Jan 01 00:00:00 CET 1996,BetacamSP,"Første versjon av master til ""Internett i Undervisningen""",,Arnt Brandseth,Univisjon,Telenor,Master,,,,
5126,Innstallasjon av Mime,,Mon Jan 01 00:00:00 CET 1996,BetacamSP,Innstallasjon av Mime,,Arnt Brandseth,,Telenor,Dub,,,,
5135,En smakebit fra Univisjon/UMS,,Sun Oct 01 00:00:00 CET 1995,BetacamSP,"Demovideo for Univisjon og UMS (showreel), produsert til møte med Bergen Media By. En smakebit.",,Nils Arne Sæbø,Univisjon,,Master,,,,
5136,"Ny student, Hva nå?",,Thu Feb 15 00:00:00 CET 1996,BetacamSP,"Alle VB-innslag til ""Ny student, Hva nå?""",,Arnt Brandseth,,UiB,Master,Nornet,,,
5144,"Ny student, Hva nå?",,Thu Feb 01 00:00:00 CET 1996,BetacamSP,"Intervju med forskjellige psykologer og sosiologer om utdanning og yrkesvalg. Intervju med Lars Aarhus, SYSLAB",Lars Aarhus,Arnt Brandseth,,UiB,Master,Nornet,,,
5153,"Reform -94, skolevurdering",,Tue Mar 19 00:00:00 CET 1996,BetacamSP,"3 reportasjer om skolevurdering fra Otta VGS. Statesment fra rektor Ole-P. Hansen om skolevurdering, enquete med elever, reportasje fra elevrådet som gjennomgår elevundersøkelse om nytten av elevsamtaler",Ole-Petter Hansen,May-Britt Skjelvik,Univisjon,SEVU,Master,Nornet,,,
5170,"Ny student, Hva nå?",00:45:00,,BetacamSP,Ny Student - Hva nå? Opptak av sending 15.2.1996,,Arnt Brandseth,,UiB,Master,Nornet,,,
5174,Video-illustrasjoner,00:01:16,Mon Apr 01 00:00:00 CEST 1996,BetacamSP,Video-illustrasjoner tatt fra videopater. Mellomstikk av Frode Thuen,Frode Thuen,Arnt Brandseth,,NKI,Dub,,,,
5186,"Skape se et jeg: Individet: ""Med kunstneren som forbilde""",00:38:37,Thu Aug 15 00:00:00 CEST 1996,BetacamSP,"Et program (fjernsynsessay) om kunstneren blir sett på som det mest selvrealiserte individet i vår kultur, og som et forbilde for vanlige mennesker. Men har det moderne mennesket en eneste jeg-mulighet? ""Individet i den Europeiske kulturtradisjon"".","Ketil Bjørnstad, Arne Eggen, Siri Meyer, Jon Bjarne Samuelsen, Rolf Stenersen, Kari Bremnes, Ole Jørgen Ness, Edvard Munch",May-Britt Skjelvik,Univisjon,KULT,Master,NRK,,,
5190,"Skape se et jeg: Individet: ""Frihet og likhet i et baklengs perspektiv"".",00:39:42,Thu Aug 15 00:00:00 CEST 1996,BetacamSP,"Et fjernsynsessay om individet i dag og i middelalderen, med fokus på begrepene frihet og likhet. Basert på forskningsprosjektet ""Individet i den europeiske kulturtradisjon","Marianne Gullestad, Simone Thiis Linchausen, Jan Vidar Sigurdson, Sverre Bagge, Erik Elstad, Inger-Lise Lien, Zahid og Thallat Safdar, Jan Geir Høyersten, Turid Breistein, Serina Aslaksen, Sindre Aslaksen, Marte Nysæther, Emma Bonète, Anne Hermansen, Stein Hitland, Jostein",May-Britt Skjelvik,Univisjon,KULT,Master,NRK,,,
5193,Foto-Knudsen reklame,00:00:30,Mon Apr 01 00:00:00 CEST 1996,BetacamSP,3 reklamespots for Fotoknudsen: 1 Snøras. 2 Kamin. 3 Hai.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5205,Promo-Fjernord,00:00:32,Tue Sep 03 00:00:00 CEST 1996,BetacamSP,"Promo-Fjernord. Reklamesnutt for Fjernord, Nordisk grunnfag, NRK2 1997",,May-Britt Skjelvik,Univisjon,SEVU,Master,NRK,,,
5208,Kavli Kikkert,00:00:15,Thu Aug 01 00:00:00 CEST 1996,BetacamSP,Reklame for Kavli tubepålegg m.m. Kikkert som finnernistekurv og kavringer som bader,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5252,"Halvard Lerøy, japansk",00:15:00,Sat Aug 03 00:00:00 CEST 1996,BetacamSP,AV serie om Halvard Lerøy. Japansk kommentar (Bilder korrigert pr 3.8.96),,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5282,Lerøy Quality Group Norsk,00:16:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5283,Lerøy Quality Group Fransk,00:16:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5284,Lerøy Quality Group Kinesisk,00:16:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5285,Lerøy Quality Group Engelsk,00:16:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5291,Jeans off.,00:00:30,Mon Aug 05 00:00:00 CEST 1996,BetacamSP,"Reklame for kampanje som Radio 1, Levis og kleskjede hadde",,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5292,Lerøy Quality Group Japansk,15:30:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5321,Vistuell reality,,Wed May 01 00:00:00 CEST 1996,BetacamSP,"Vistual reality på CERN, Venuslaboratoriet lager en virtuell versjon av LHC-akselleratoren.","Silvano de Gennaro, Nils Høimyr, Michelle Müller.",Bjørn Vassnes,Univisjon,NRK,Master,Ikke sendt,,,
5322,Humanities,00:06:16,Fri Jan 10 00:00:00 CET 1997,BetacamSP,"Presentasjon av Humanities, med lydkassett DAT, engelsk kommentar","Daniel Apollon, Umberto Echo m.fl.",May-Britt Skjelvik,Univisjon,Coimbra Group Brüsse,Master,,,,
5324,Sjøgrens syndrom.,00:15:34,Wed Jan 01 00:00:00 CET 1997,BetacamSP,"Informasjonsvideo om Sjøgrens syndrom. Diagnose. undersøkelser hos ØNH-lege, øyelege, mikroskopi","Dr. Hans Jakob Haga, Sigrid Nepstad, Dr. Helge Jakobsen, Tine Johannessen, Dr. Lundekvam.",Bjørn Vassnes,Univisjon,Dr. Haga UiB,Master,,,,
5325,Geologikurs på Svalbard,00:07:00,Fri Jun 20 00:00:00 CEST 1997,BetacamSP,Program fra geologikurs på Svalbard på oppdrag for Statoil,,Nils Arne Sæbø,Univisjon,Statoil,Master,,,,
5347,"Halvard Lerøy, kinesisk",00:12:00,Sat Aug 03 00:00:00 CEST 1996,BetacamSP,AV serie om Halvard Lerøy. Kinesisk kommentar (Bilder korrigert pr 3.8.96),,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5348,Reform-94,,Tue Oct 01 00:00:00 CEST 1996,BetacamSP,"Reportasjer fra Fusa v.g.skole, Voss Gymnas, Kirke utadanning og forskningsdep., evalueringskonferansen i Oslo 1996","Annbjørg Laupsa, Anne Marie Berge, Jan Solvang, Roald Samnøy, Knut Skåtur, Alf Jansen, Astrid Søgnen, Sidsel Vinsand, Morten Berg Hansen",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5350,Lerøy Quality Group Tysk,00:16:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5354,Reform-94,,Sun Dec 01 00:00:00 CET 1996,BetacamSP,"Reportasjer fra Voss gymnas, Oslo katedralskole, Fusa v.g.skole, Kjelle v.g.skole, Melhus v.g.skole","Alf Jansen, Liv Schøyen, Astrid Søgnen, Annbjørg Laupsa, Anne Marie Berge, Jan Solvang, Roald Samnøy, Knut Skåtun, Stein Pettersen, Per Grahn, Cissel Margrethe Kriatianson, Turid Setsaas",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5357,Lerøy Quality Group Portugisisk,00:16:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5358,Lerøy Quality Group Italiensk,00:16:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,Hallvard Lerøy,Master,,,,
5370,Reform-94,,Wed Oct 01 00:00:00 CEST 1997,BetacamSP,"Reportasjer fra Kjelle v.g.skole, Oslo katedralskole, Eksamenssekretariatet, Sandnes v.g.skole, Evalueringskonferansen-96, KUF, Stord v.g.skole, Inst for skoleutvikling og lærerutdanning matematikk UiO,","Stein Pettersen, Per Grahn, Cissel Margrethe Kristiansen, Liv Schøyen, Georg Mathiessen, Kjell Gullbrandsen, Kari Korbøl, Atrid Søgnen, Morten Berg Hansen, Harald Stautland, Torgeir Onstad",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5371,Røyketelefonen,00:00:35,Tue Oct 15 00:00:00 CEST 1996,BetacamSP,Reklamespot for Statens røyketelefon,,Nils Arne Sæbø,AG Visuell,Statens info. tjenes,Master,,,,
5375,Reform-94,,Fri Nov 14 00:00:00 CET 1997,BetacamSP,"Enquete: Skeptisk til det nye norskfaget, reportasjer fra Stord v.g.skole, Oslo katedralskole, Melhus v.g.skole, Voss gymnas, fra Ibsen-festivalen","Harald Staupland, Liv Schøyen, Gunnvald Bø, Sidsel Vinsand, Alf Jansen",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5377,Ignitions in gas mixtures.,00:06:17,Fri Nov 22 00:00:00 CET 1996,BetacamSP,Investigation of different maintenance methods used offshore with resoect to the possibility of ignition of explosive gas mixtures,,,CMR,CMR,Master,,,,
5388,Reform-94,,,BetacamSP,"Matamatikk didaktikk. Reportasjer fra Vinstra v.g.skole, Manglerud v.g.skole, Ped.psykologi UiO UiB, KUF","Olav Dybvadskog, Per Sten Andersen, Terje Ogden, Olav Brattland, Anton Syverhuset, Torgeir Onstad, Johan Sverre Kvale",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5389,Reform-94,,Fri Nov 01 00:00:00 CET 1996,BetacamSP,"Reportasjer fra Manglerud v.g.skole, Vinstra v.g.skole, Godalen v.g.skole, Bardufoss v.g.skole","Per Sten Andersen, Olav Brattland, Olav Dybvadskog, Berte Grane, Per Inge Nysted",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5393,Reform-94,,Thu Jan 16 00:00:00 CET 1997,BetacamSP,"Elevvurdering. Reportasjer fra Mesna v.g.skole, Fiskarfagskulen i Austevoll, FAK, Fitjar Laks, Austevoll havbruksstasjon, Lena v.g.skole, Eksamenssekretariatet","Tove Tollefson, Gerd Volelund, Kjell Anker Dalen, Terje Overland, Leif Anders Aarbø, Svein Aasebø, Salomon Aarbø, Rasmus Fitjar, Gisle Vassnes, Torfinn Grav, Martin Grindvoll, Georg Mathiessen, Einar Morten Lassesen",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5407,Fjernord,00:37:48,Wed Dec 11 00:00:00 CET 1996,BetacamSP,Fjernord forelesning: Norrøn tekstlesing.,Odd Einar Haugen,Xavier Bonète,Univisjon,,Master,NRK,,,
5420,Reform-94,,Wed Jan 01 00:00:00 CET 1997,BetacamSP,"Reportasjer fra Mesna v.g.skole, Fiskarfagskulen i Austevoll, Fitjar Laks, Austevoll Havbrukstasjon, kurs ved Ibsenmuseet, Høyskolen i Finnmark, Manglerud v.g.skole, kurs for studenter på Blindern jan-97","Tove Tollefsen, Eli Vile Lund, Terje Overland, Leif Anders Aarbø, Svein Aasebø, Salomon Aarbø, Rasmus Fitjar, Gisle Vassnes, Torfinn Gran, Tove Ilsaas, Sonni Olsen Sculstad, Wenche Lindemann, Rigmor Vatn, Randi Myklebust,",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5440,TV2 Fronter/Bach,6 x 5 sek,Wed May 01 00:00:00 CEST 1996,BetacamSP,"6 stk Fronter/Bach til TV2, Indiana Jones, Fly, Stadion",,Nils Arne Sæbø,AG Visuell,TV2,Master,,,,
5441,Pasientlinjen,00:10:00,Fri Jan 03 00:00:00 CET 1997,BetacamSP,"Informasjonsvideo om Pasientlinjen, norsk dub, sykehus, talesystemer",,Nils Arne Sæbø,AG Visuell,,Dub,,,,
5442,Student BT,00:00:16,Sun Sep 15 00:00:00 CEST 1996,BetacamSP,Reklame for Bergens Tidende,,Nils Arne Sæbø,AG Visuell,Bergens Tidende,Master,,,,
5443,Kavli Omelett,00:00:15,Wed Nov 20 00:00:00 CET 1996,BetacamSP,Reklame Kavli omelett,,Nils Arne Sæbø,AG Visuell,Kavli,Master,,,,
5444,Lerøy Quality Group Spansk,00:16:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5445,Lerøy Quality Group Finsk,00:16:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5446,Lerøy Quality Group Svensk,00:16:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5447,Lerøy Quality Group Russisk,00:16:00,Thu Jan 16 00:00:00 CET 1997,BetacamSP,Informasjonsvideo om laks for Hallvard Lerøy. Viser gangen fra rogn via oppdrettsmærene og fram til fiskedisken. På slutten - ein kokk med oppskrift på laksemiddag.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5449,Piza,00:00:30,Thu May 15 00:00:00 CEST 1997,BetacamSP,Reklamespot for FotoKnudsen med det skjeve tårn i Piza,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5450,Veps,00:00:30,Thu May 15 00:00:00 CEST 1997,BetacamSP,Reklamespot for FotoKnudsen med veps,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5451,Julebord,00:00:30,Thu May 15 00:00:00 CEST 1997,BetacamSP,Reklamespot for Foto-Knudsen fra julebord,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5452,Snøras. Kanin. Hai. Veps. Pisa. Julebord.,00:03:00,Mon Sep 15 00:00:00 CEST 1997,BetacamSP,6 reklamespots for Foto-Knudsen à 30 sek,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5453,Det er lov å kreve litt format.,00:00:48,Fri Sep 12 00:00:00 CEST 1997,BetacamSP,Reklamespot for Bergens tidende der brannspillere ikke treffer mål.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5454,Julebord,00:00:30,Wed Apr 16 00:00:00 CEST 1997,BetacamSP,Reklame for Foto_Knudsen der hovmester får grisehode.,,Tato Sævig,AG Visuell,AG Visuell,Master,,,,
5455,Bergen i slentrende perspektiv.,,Fri Jun 15 00:00:00 CEST 1990,BetacamSP,"AV serie om Bergen i slentrende perspektiv, ved Kjartan Rødland",,Tato Sævig,AG Visuell,AG Visuell,Master,,,,
5456,Bergensk Fiskegrateng Lerøy,00:00:25,Fri Feb 20 00:00:00 CET 1998,BetacamSP,Reklame for Lerøy sin bergenske fiskegrateng.  En på 5 sekunder og en på 20 sekunder,,Tato Sævig,AG Visuell,AG Visuell,Master,,,,
5457,Jakten på Superformelen 1,00:25:02,Wed Mar 25 00:00:00 CET 1998,BetacamSP,Jakten på Superformelen 1 Med NRK undertekster,,Bjørn Vassnes,Univisjon,,Dub,NRK,,,
5448,Jakten på Superformelen 2,00:24:45,Wed Mar 25 00:00:00 CET 1998,BetacamSP,Jakten på Superformelen 2 Naturens Bok. Med NRK undertekster,,Bjørn Vassnes,Univisjon,,Dub,NRK,,,
5459,Jakten på Superformelen 3,00:25:23,Wed Mar 25 00:00:00 CET 1998,BetacamSP,Jakten på Superformelen 3 Med NRK undertekster,,Bjørn Vassnes,Univisjon,,Dub,NRK,,,
5460,Jakten på Superformelen 4,00:25:08,Wed Mar 25 00:00:00 CET 1998,BetacamSP,Jakten på Superformelen 4 Livets gåte. Med NRK undertekster,,Bjørn Vassnes,Univisjon,,Dub,NRK,,,
